q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_1_cat,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0012,2607,E do Japão?,E do Japão?,N/A,original,10,1000,48.4,PUBLICO-19940409-181,Publico,1994-04-09,Mundo,PUBLICO-19940820-027,PUBLICO-19950812-166,FSP940821-170,PUBLICO-19940320-030,PUBLICO-19950624-051,FSP950713-054,PUBLICO-19940924-117,PUBLICO-19941106-037,PUBLICO-19950527-052,PUBLICO-19940409-181|PUBLICO-19940820-027|PUBLICO-19950812-166|FSP940821-170|PUBLICO-19940320-030|PUBLICO-19950624-051|FSP950713-054|PUBLICO-19940924-117|PUBLICO-19941106-037|PUBLICO-19950527-052,
0013,2608,Onde fica Saint-Exupéry?,Onde fica Saint-Exupéry?,N/A,original,10,1000,45.8,PUBLICO-19940521-163,Publico,1994-05-21,Sociedade,PUBLICO-19940522-121,FSP950202-121,FSP940915-127,PUBLICO-19940205-140,PUBLICO-19940706-135,FSP950917-085,PUBLICO-19940604-060,FSP940228-148,FSP940626-117,PUBLICO-19940521-163|PUBLICO-19940522-121|FSP950202-121|FSP940915-127|PUBLICO-19940205-140|PUBLICO-19940706-135|FSP950917-085|PUBLICO-19940604-060|FSP940228-148|FSP940626-117,
0014,2609,Qual a altura do Kebnekaise?,Qual a altura do Kebnekaise?,N/A,original,10,1000,41.1,PUBLICO-19941101-104,Publico,1994-11-01,Cultura,FSP951008-109,PUBLICO-19940531-176,PUBLICO-19950806-087,PUBLICO-19951114-129,FSP940505-021,PUBLICO-19950829-101,FSP950208-107,FSP951019-010,FSP940405-009,PUBLICO-19941101-104|FSP951008-109|PUBLICO-19940531-176|PUBLICO-19950806-087|PUBLICO-19951114-129|FSP940505-021|PUBLICO-19950829-101|FSP950208-107|FSP951019-010|FSP940405-009,
0015,2610,Quem escreveu Fernão Capelo Gaivota?,Quem escreveu Fernão Capelo Gaivota?,N/A,original,10,1000,82.5,PUBLICO-19950301-090,Publico,1995-03-01,Sociedade,PUBLICO-19950330-167,PUBLICO-19950414-052,PUBLICO-19940203-080,PUBLICO-19941219-071,PUBLICO-19950424-101,PUBLICO-19940526-140,PUBLICO-19940530-108,PUBLICO-19941213-141,PUBLICO-19950823-008,PUBLICO-19950301-090|PUBLICO-19950330-167|PUBLICO-19950414-052|PUBLICO-19940203-080|PUBLICO-19941219-071|PUBLICO-19950424-101|PUBLICO-19940526-140|PUBLICO-19940530-108|PUBLICO-19941213-141|PUBLICO-19950823-008,
0016,2611,O que é um menir?,O que é um menir?,N/A,original,10,1000,75.9,PUBLICO-19940910-006,Publico,1994-09-10,Cultura,PUBLICO-19950218-105,PUBLICO-19950226-055,PUBLICO-19940904-053,PUBLICO-19950813-096,PUBLICO-19950809-007,FSP950313-102,PUBLICO-19941118-133,PUBLICO-19950815-047,PUBLICO-19951006-102,PUBLICO-19940910-006|PUBLICO-19950218-105|PUBLICO-19950226-055|PUBLICO-19940904-053|PUBLICO-19950813-096|PUBLICO-19950809-007|FSP950313-102|PUBLICO-19941118-133|PUBLICO-19950815-047|PUBLICO-19951006-102,
0017,2612,Em que ano é que Ernie Els venceu o Dubai Open?,Em que ano é que Ernie Els venceu o Dubai Open?,N/A,original,10,1000,81.5,PUBLICO-19950104-013,Publico,1995-01-04,Desporto,PUBLICO-19941017-022,PUBLICO-19950123-025,PUBLICO-19940207-032,PUBLICO-19950122-023,PUBLICO-19940811-015,PUBLICO-19941016-024,PUBLICO-19941218-015,PUBLICO-19950615-023,PUBLICO-19940813-027,PUBLICO-19950104-013|PUBLICO-19941017-022|PUBLICO-19950123-025|PUBLICO-19940207-032|PUBLICO-19950122-023|PUBLICO-19940811-015|PUBLICO-19941016-024|PUBLICO-19941218-015|PUBLICO-19950615-023|PUBLICO-19940813-027,
0018,2613,Quantos ossos têm a face?,Quantos ossos têm a face?,N/A,original,10,1000,70.4,PUBLICO-19941014-134,Publico,1994-10-14,Economia,PUBLICO-19940303-179,PUBLICO-19950328-142,FSP950403-156,PUBLICO-19950722-181,PUBLICO-19950405-155,PUBLICO-19950522-113,FSP950507-103,PUBLICO-19950330-167,PUBLICO-19950518-147,PUBLICO-19941014-134|PUBLICO-19940303-179|PUBLICO-19950328-142|FSP950403-156|PUBLICO-19950722-181|PUBLICO-19950405-155|PUBLICO-19950522-113|FSP950507-103|PUBLICO-19950330-167|PUBLICO-19950518-147,
0019,2614,Quando começou o Neolítico?,Quando começou o Neolítico?,N/A,original,10,1000,174.5,PUBLICO-19940124-004,Publico,1994-01-24,Cultura,FSP950312-014,PUBLICO-19951206-035,PUBLICO-19940119-123,FSP950827-201,FSP940218-112,PUBLICO-19940422-141,FSP940921-041,FSP950528-123,FSP950629-086,PUBLICO-19940124-004|FSP950312-014|PUBLICO-19951206-035|PUBLICO-19940119-123|FSP950827-201|FSP940218-112|PUBLICO-19940422-141|FSP940921-041|FSP950528-123|FSP950629-086,
0020,2615,Quando nasceu Thomas Mann?,Quando nasceu Thomas Mann?,N/A,original,10,1000,59.8,PUBLICO-19940216-067,Publico,1994-02-16,Cultura,FSP940222-135,FSP940308-149,FSP940220-166,FSP951126-112,PUBLICO-19940428-101,PUBLICO-19940824-098,PUBLICO-19940314-083,FSP940206-057,FSP941010-064,PUBLICO-19940216-067|FSP940222-135|FSP940308-149|FSP940220-166|FSP951126-112|PUBLICO-19940428-101|PUBLICO-19940824-098|PUBLICO-19940314-083|FSP940206-057|FSP941010-064,
0021,2615,E quando morreu?,E quando morreu?,N/A,original,10,1000,25.0,FSP940317-107,Folha,940317,,FSP951012-129,PUBLICO-19950129-111,PUBLICO-19950416-037,PUBLICO-19950601-008,PUBLICO-19951226-081,PUBLICO-19950731-102,PUBLICO-19940515-029,PUBLICO-19940516-032,PUBLICO-19940305-063,FSP940317-107|FSP951012-129|PUBLICO-19950129-111|PUBLICO-19950416-037|PUBLICO-19950601-008|PUBLICO-19951226-081|PUBLICO-19950731-102|PUBLICO-19940515-029|PUBLICO-19940516-032|PUBLICO-19940305-063,
0022,2616,A que partido pertence Zapatero?,A que partido pertence Zapatero?,N/A,original,10,1000,98.6,FSP940413-028,Folha,940413,,FSP940413-005,FSP950620-111,PUBLICO-19940120-086,PUBLICO-19940325-158,PUBLICO-19940828-033,PUBLICO-19950711-159,FSP950521-067,PUBLICO-19950227-067,FSP940410-128,FSP940413-028|FSP940413-005|FSP950620-111|PUBLICO-19940120-086|PUBLICO-19940325-158|PUBLICO-19940828-033|PUBLICO-19950711-159|FSP950521-067|PUBLICO-19950227-067|FSP940410-128,
0023,2617,Quem é FHC?,Quem é FHC?,N/A,original,10,1000,33.1,FSP941120-007,Folha,941120,,FSP941004-014,FSP940602-022,FSP940611-010,FSP940818-128,FSP951114-124,FSP940805-003,FSP950702-031,FSP950325-053,FSP950421-022,FSP941120-007|FSP941004-014|FSP940602-022|FSP940611-010|FSP940818-128|FSP951114-124|FSP940805-003|FSP950702-031|FSP950325-053|FSP950421-022,
0024,2618,Quem foi Álvaro de Campos?,Quem foi Álvaro de Campos?,N/A,original,10,1000,45.3,PUBLICO-19950129-015,Publico,1995-01-29,Cultura,PUBLICO-19950727-046,PUBLICO-19940126-129,PUBLICO-19950521-137,PUBLICO-19951226-080,PUBLICO-19940405-078,PUBLICO-19941108-110,PUBLICO-19940412-120,PUBLICO-19950410-116,PUBLICO-19940308-009,PUBLICO-19950129-015|PUBLICO-19950727-046|PUBLICO-19940126-129|PUBLICO-19950521-137|PUBLICO-19951226-080|PUBLICO-19940405-078|PUBLICO-19941108-110|PUBLICO-19940412-120|PUBLICO-19950410-116|PUBLICO-19940308-009,
0025,2618,Diga uma das suas obras.,Diga uma das suas obras.,N/A,original,10,1000,71.9,PUBLICO-19951220-011,Publico,1995-12-20,Cultura,PUBLICO-19941109-107,PUBLICO-19951223-065,PUBLICO-19950415-008,PUBLICO-19950915-005,PUBLICO-19950726-135,PUBLICO-19940412-119,PUBLICO-19951216-066,PUBLICO-19941218-097,PUBLICO-19941220-126,PUBLICO-19951220-011|PUBLICO-19941109-107|PUBLICO-19951223-065|PUBLICO-19950415-008|PUBLICO-19950915-005|PUBLICO-19950726-135|PUBLICO-19940412-119|PUBLICO-19951216-066|PUBLICO-19941218-097|PUBLICO-19941220-126,
0026,2619,Os tucanos são membros de que partido?,Os tucanos são membros de que partido?,N/A,original,10,1000,55.7,FSP940424-004,Folha,940424,,FSP940424-026,FSP950704-030,FSP950704-011,FSP940508-021,FSP940816-008,PUBLICO-19950104-073,FSP941020-011,FSP950717-024,FSP940514-018,FSP940424-004|FSP940424-026|FSP950704-030|FSP950704-011|FSP940508-021|FSP940816-008|PUBLICO-19950104-073|FSP941020-011|FSP950717-024|FSP940514-018,
0027,2620,Quem foi Pierre Larousse?,Quem foi Pierre Larousse?,N/A,original,10,1000,32.8,FSP950312-119,Folha,950312,MAIS!,PUBLICO-19950327-110,PUBLICO-19950426-107,PUBLICO-19940303-011,PUBLICO-19940428-108,PUBLICO-19951111-008,PUBLICO-19950103-002,FSP940316-169,PUBLICO-19950213-113,PUBLICO-19941002-071,FSP950312-119|PUBLICO-19950327-110|PUBLICO-19950426-107|PUBLICO-19940303-011|PUBLICO-19940428-108|PUBLICO-19951111-008|PUBLICO-19950103-002|FSP940316-169|PUBLICO-19950213-113|PUBLICO-19941002-071,
0028,2621,O que é a Brabançonne?,O que é a Brabançonne?,N/A,original,10,1000,25.2,FSP950210-125,Folha,950210,ILUSTRADA,PUBLICO-19940117-038,PUBLICO-19940602-013,PUBLICO-19941229-012,PUBLICO-19950203-131,FSP941227-014,PUBLICO-19950926-055,PUBLICO-19941022-103,PUBLICO-19941124-082,FSP950827-118,FSP950210-125|PUBLICO-19940117-038|PUBLICO-19940602-013|PUBLICO-19941229-012|PUBLICO-19950203-131|FSP941227-014|PUBLICO-19950926-055|PUBLICO-19941022-103|PUBLICO-19941124-082|FSP950827-118,
0029,2622,Onde vivem as aves tucanos?,Onde vivem as aves tucanos?,N/A,original,10,1000,58.3,PUBLICO-19940119-158,Publico,1994-01-19,,PUBLICO-19940409-080,FSP940709-100,PUBLICO-19950206-121,PUBLICO-19950917-056,PUBLICO-19940521-051,PUBLICO-19950624-087,FSP950411-084,PUBLICO-19940502-060,PUBLICO-19940812-110,PUBLICO-19940119-158|PUBLICO-19940409-080|FSP940709-100|PUBLICO-19950206-121|PUBLICO-19950917-056|PUBLICO-19940521-051|PUBLICO-19950624-087|FSP950411-084|PUBLICO-19940502-060|PUBLICO-19940812-110,
0030,2623,Em que estado brasileiro habitam os tucanos?,Em que estado brasileiro habitam os tucanos?,N/A,original,10,1000,176.8,FSP950427-010,Folha,950427,BRASIL,PUBLICO-19941120-093,PUBLICO-19950314-119,PUBLICO-19950711-109,FSP950212-115,PUBLICO-19951026-110,PUBLICO-19940112-126,FSP950217-009,FSP941218-011,FSP951025-011,FSP950427-010|PUBLICO-19941120-093|PUBLICO-19950314-119|PUBLICO-19950711-109|FSP950212-115|PUBLICO-19951026-110|PUBLICO-19940112-126|FSP950217-009|FSP941218-011|FSP951025-011,
0031,2624,"Quem disse ""alea iacta est""?","Quem disse ""alea iacta est""?",N/A,original,0,0,2.3,,,,,,,,,,,,,,,
0032,2624,Ao atravessar que rio?,Ao atravessar que rio?,N/A,original,10,1000,53.8,PUBLICO-19950608-090,Publico,1995-06-08,Local,PUBLICO-19950113-127,PUBLICO-19950602-085,PUBLICO-19950602-107,PUBLICO-19950809-044,PUBLICO-19951115-015,FSP950407-092,PUBLICO-19940530-071,PUBLICO-19950625-162,FSP950101-018,PUBLICO-19950608-090|PUBLICO-19950113-127|PUBLICO-19950602-085|PUBLICO-19950602-107|PUBLICO-19950809-044|PUBLICO-19951115-015|FSP950407-092|PUBLICO-19940530-071|PUBLICO-19950625-162|FSP950101-018,
0033,2625,Que político é conhecido como Iznogoud?,Que político é conhecido como Iznogoud?,N/A,original,10,1000,72.2,PUBLICO-19950409-120,Publico,1995-04-09,Diversos,PUBLICO-19950416-085,PUBLICO-19950306-043,PUBLICO-19950219-037,PUBLICO-19951120-099,PUBLICO-19951014-088,PUBLICO-19951105-120,PUBLICO-19941012-090,PUBLICO-19940326-195,PUBLICO-19950215-126,PUBLICO-19950409-120|PUBLICO-19950416-085|PUBLICO-19950306-043|PUBLICO-19950219-037|PUBLICO-19951120-099|PUBLICO-19951014-088|PUBLICO-19951105-120|PUBLICO-19941012-090|PUBLICO-19940326-195|PUBLICO-19950215-126,
0034,2626,O que é uma cítara?,O que é uma cítara?,N/A,original,10,1000,26.6,PUBLICO-19941017-082,Publico,1994-10-17,Sociedade,PUBLICO-19951107-135,PUBLICO-19940711-074,FSP940408-106,FSP940516-086,PUBLICO-19940111-126,PUBLICO-19950806-030,PUBLICO-19940907-122,FSP950512-102,PUBLICO-19941206-095,PUBLICO-19941017-082|PUBLICO-19951107-135|PUBLICO-19940711-074|FSP940408-106|FSP940516-086|PUBLICO-19940111-126|PUBLICO-19950806-030|PUBLICO-19940907-122|FSP950512-102|PUBLICO-19941206-095,
0035,2627,O que era o A6M Zero?,O que era o A6M Zero?,N/A,original,10,1000,25.8,PUBLICO-19950620-019,Publico,1995-06-20,Desporto,PUBLICO-19950806-008,PUBLICO-19951028-104,PUBLICO-19941119-100,PUBLICO-19940408-133,PUBLICO-19950225-098,PUBLICO-19940423-147,PUBLICO-19950525-007,FSP940522-104,PUBLICO-19941215-020,PUBLICO-19950620-019|PUBLICO-19950806-008|PUBLICO-19951028-104|PUBLICO-19941119-100|PUBLICO-19940408-133|PUBLICO-19950225-098|PUBLICO-19940423-147|PUBLICO-19950525-007|FSP940522-104|PUBLICO-19941215-020,
0036,2628,Diga um gás nobre.,Diga um gás nobre.,N/A,original,10,1000,31.9,FSP951217-186,Folha,951217,REVISTA_DA_FOLHA,PUBLICO-19941213-114,PUBLICO-19941008-166,PUBLICO-19950716-054,PUBLICO-19951215-127,FSP950520-003,FSP940522-091,PUBLICO-19941115-093,FSP941007-005,PUBLICO-19940906-033,FSP951217-186|PUBLICO-19941213-114|PUBLICO-19941008-166|PUBLICO-19950716-054|PUBLICO-19951215-127|FSP950520-003|FSP940522-091|PUBLICO-19941115-093|FSP941007-005|PUBLICO-19940906-033,
0037,2628,E um não-metal,E um não-metal,N/A,original,10,1000,65.7,FSP950619-051,Folha,950619,COTIDIANO,PUBLICO-19950603-198,PUBLICO-19940221-028,PUBLICO-19940809-081,PUBLICO-19940907-121,PUBLICO-19940627-090,PUBLICO-19940412-147,PUBLICO-19940916-117,PUBLICO-19950207-150,FSP940605-178,FSP950619-051|PUBLICO-19950603-198|PUBLICO-19940221-028|PUBLICO-19940809-081|PUBLICO-19940907-121|PUBLICO-19940627-090|PUBLICO-19940412-147|PUBLICO-19940916-117|PUBLICO-19950207-150|FSP940605-178,
0038,2629,Qual é o asteróide número 4?,Qual é o asteróide número 4?,N/A,original,10,1000,42.3,FSP940710-111,Folha,940710,,PUBLICO-19940730-075,PUBLICO-19950520-175,PUBLICO-19940713-040,PUBLICO-19940227-036,FSP940830-090,PUBLICO-19950610-192,FSP940126-045,PUBLICO-19941109-045,PUBLICO-19941115-048,FSP940710-111|PUBLICO-19940730-075|PUBLICO-19950520-175|PUBLICO-19940713-040|PUBLICO-19940227-036|FSP940830-090|PUBLICO-19950610-192|FSP940126-045|PUBLICO-19941109-045|PUBLICO-19941115-048,
0039,2630,Qual a capital da Picardia?,Qual a capital da Picardia?,N/A,original,10,1000,42.4,PUBLICO-19940825-041,Publico,1994-08-25,Mundo,PUBLICO-19940930-004,PUBLICO-19950523-083,PUBLICO-19950523-101,PUBLICO-19950901-055,PUBLICO-19940105-117,PUBLICO-19940220-114,PUBLICO-19940324-046,PUBLICO-19940801-092,PUBLICO-19950505-060,PUBLICO-19940825-041|PUBLICO-19940930-004|PUBLICO-19950523-083|PUBLICO-19950523-101|PUBLICO-19950901-055|PUBLICO-19940105-117|PUBLICO-19940220-114|PUBLICO-19940324-046|PUBLICO-19940801-092|PUBLICO-19950505-060,
0040,2631,Quando reinou Isabel II de Castela?,Quando reinou Isabel II de Castela?,N/A,original,10,1000,146.4,PUBLICO-19940224-151,Publico,1994-02-24,Cultura,PUBLICO-19940223-191,PUBLICO-19950513-210,PUBLICO-19940223-184,PUBLICO-19941024-063,PUBLICO-19951025-127,PUBLICO-19951025-128,PUBLICO-19951025-129,PUBLICO-19950428-153,PUBLICO-19951231-089,PUBLICO-19940224-151|PUBLICO-19940223-191|PUBLICO-19950513-210|PUBLICO-19940223-184|PUBLICO-19941024-063|PUBLICO-19951025-127|PUBLICO-19951025-128|PUBLICO-19951025-129|PUBLICO-19950428-153|PUBLICO-19951231-089,
0041,2632,Quem é Narcís Serra?,Quem é Narcís Serra?,N/A,original,10,1000,40.5,PUBLICO-19950619-138,Publico,1995-06-19,,PUBLICO-19950823-042,PUBLICO-19951020-174,PUBLICO-19950823-038,PUBLICO-19950920-042,PUBLICO-19950622-047,PUBLICO-19950617-058,PUBLICO-19950923-047,PUBLICO-19950908-051,PUBLICO-19950310-068,PUBLICO-19950619-138|PUBLICO-19950823-042|PUBLICO-19951020-174|PUBLICO-19950823-038|PUBLICO-19950920-042|PUBLICO-19950622-047|PUBLICO-19950617-058|PUBLICO-19950923-047|PUBLICO-19950908-051|PUBLICO-19950310-068,
0042,2633,Como se chamava o cavalo do Dom Quixote?,Como se chamava o cavalo do Dom Quixote?,N/A,original,10,1000,122.9,PUBLICO-19940728-157,Publico,1994-07-28,Cultura,PUBLICO-19941121-002,PUBLICO-19940104-088,PUBLICO-19940322-097,FSP940312-190,FSP950121-006,PUBLICO-19940914-114,PUBLICO-19940330-129,PUBLICO-19940715-009,PUBLICO-19940526-145,PUBLICO-19940728-157|PUBLICO-19941121-002|PUBLICO-19940104-088|PUBLICO-19940322-097|FSP940312-190|FSP950121-006|PUBLICO-19940914-114|PUBLICO-19940330-129|PUBLICO-19940715-009|PUBLICO-19940526-145,
0043,2634,Qual é a capital do estado de Nova York?,Qual é a capital do estado de Nova York?,N/A,original,10,1000,60.3,FSP940605-027,Folha,940605,,FSP950420-045,FSP950718-040,FSP940424-124,FSP950108-055,FSP941009-091,FSP941004-025,FSP951122-040,PUBLICO-19950820-094,FSP950917-013,FSP940605-027|FSP950420-045|FSP950718-040|FSP940424-124|FSP950108-055|FSP941009-091|FSP941004-025|FSP951122-040|PUBLICO-19950820-094|FSP950917-013,
0044,2635,Quais são as províncias da Irlanda?,Quais são as províncias da Irlanda?,N/A,original,10,1000,59.4,PUBLICO-19940813-067,Publico,1994-08-13,Cien_Tecn_Educ,PUBLICO-19940811-082,PUBLICO-19940914-058,PUBLICO-19940306-088,PUBLICO-19940422-086,PUBLICO-19940612-054,PUBLICO-19950813-090,PUBLICO-19940919-044,PUBLICO-19940101-025,PUBLICO-19951023-110,PUBLICO-19940813-067|PUBLICO-19940811-082|PUBLICO-19940914-058|PUBLICO-19940306-088|PUBLICO-19940422-086|PUBLICO-19940612-054|PUBLICO-19950813-090|PUBLICO-19940919-044|PUBLICO-19940101-025|PUBLICO-19951023-110,
0045,2636,Que instrumento tocava Ringo Starr?,Que instrumento tocava Ringo Starr?,N/A,original,10,1000,69.3,PUBLICO-19951011-123,Publico,1995-10-11,Cultura,FSP941121-108,PUBLICO-19950916-155,PUBLICO-19941022-099,PUBLICO-19941115-133,PUBLICO-19950329-119,PUBLICO-19951107-145,PUBLICO-19951129-117,PUBLICO-19950307-130,PUBLICO-19950924-046,PUBLICO-19951011-123|FSP941121-108|PUBLICO-19950916-155|PUBLICO-19941022-099|PUBLICO-19941115-133|PUBLICO-19950329-119|PUBLICO-19951107-145|PUBLICO-19951129-117|PUBLICO-19950307-130|PUBLICO-19950924-046,
0046,2637,Que papa sucedeu a Leão X?,Que papa sucedeu a Leão X?,N/A,original,10,1000,57.3,PUBLICO-19940611-012,Publico,1994-06-11,,PUBLICO-19940818-001,PUBLICO-19951024-099,PUBLICO-19951110-117,PUBLICO-19950108-075,PUBLICO-19940909-077,PUBLICO-19950111-116,FSP950207-028,PUBLICO-19950701-158,PUBLICO-19941114-107,PUBLICO-19940611-012|PUBLICO-19940818-001|PUBLICO-19951024-099|PUBLICO-19951110-117|PUBLICO-19950108-075|PUBLICO-19940909-077|PUBLICO-19950111-116|FSP950207-028|PUBLICO-19950701-158|PUBLICO-19941114-107,
